Id,Prediction
r9666_c197,3
r2168_c284,2
r4390_c978,3
r5360_c44,4
r7630_c258,5
r9716_c488,2
r935_c719,5
r2311_c722,3
r4019_c340,5
r6757_c482,4
r6046_c446,4
r5914_c53,4
r4302_c888,4
r5481_c433,5
r9283_c687,5
r2096_c283,4
r9203_c159,3
r4128_c399,5
r4735_c492,5
r8108_c402,4
r6370_c683,4
r2642_c448,4
r602_c772,5
r9525_c199,3
r2915_c984,5
r7281_c599,5
r5101_c755,5
r9708_c778,3
r5343_c777,2
r6572_c731,3
r38_c694,5
r8570_c169,5
r4449_c667,4
r8605_c657,3
r8227_c256,5
r2641_c494,2
r6497_c37,2
r2238_c184,3
r9276_c637,4
r5555_c93,5
r8395_c475,5
r5167_c605,5
r2298_c689,4
r7563_c706,4
r6379_c898,4
r2096_c301,5
r2248_c628,5
r4501_c619,5
r5816_c544,5
r1628_c573,5
r7420_c65,2
r4103_c731,4
r7047_c449,4
r2167_c178,3
r5066_c971,3
r930_c733,4
r8137_c176,3
r2353_c415,2
r5673_c536,5
r3810_c369,4
r1873_c1000,4
r3783_c689,1
r8765_c501,5
r4123_c6,5
r6955_c915,5
r3726_c170,5
r7957_c465,3
r7508_c985,4
r3373_c4,3
r2840_c614,2
r1495_c647,4
r6131_c445,5
r5356_c402,5
r3565_c391,4
r4198_c350,5
r2851_c554,2
r1047_c446,3
r190_c317,5
r1220_c932,5
r3816_c891,1
r417_c197,2
r1822_c763,2
r1148_c723,3
r1348_c876,5
r9698_c598,5
r7202_c764,3
r8660_c605,4
r2681_c85,4
r620_c794,3
r6609_c575,4
r3297_c718,5
r9414_c810,5
r72_c595,5
r9170_c791,5
r2161_c576,4
r4002_c4,3
r5016_c703,3
r3252_c308,4
r6852_c571,3
r9246_c386,5
r1142_c777,3
r2493_c179,3
r9895_c143,5
r1111_c297,5
r4173_c295,5
r5818_c825,3
r6147_c621,5
r3121_c439,5
r9250_c435,3
r1464_c825,4
r2037_c309,3
r3086_c324,5
r164_c667,5
r4073_c886,4
r6704_c412,3
r4451_c244,3
r4464_c623,4
r9328_c571,3
r6386_c233,5
r6905_c701,5
r2637_c241,1
r5323_c76,5
r1817_c85,4
r2433_c527,3
r7928_c594,5
r9637_c778,5
r7991_c870,3
r3837_c792,5
r3210_c285,4
r7952_c324,5
r5285_c485,4
r789_c766,4
r2880_c34,5
r9045_c507,1
r1468_c219,4
r187_c32,5
r1307_c577,5
r8182_c999,4
r9562_c716,3
r4833_c863,5
r4534_c237,5
r8475_c835,4
r3525_c302,4
r9550_c226,3
r5440_c89,5
r530_c670,4
r7762_c565,3
r9310_c569,5
r8592_c601,5
r9579_c828,5
r3532_c134,4
r9904_c841,5
r8992_c662,5
r6255_c691,4
r2198_c430,4
r8918_c68,5
r1786_c246,5
r961_c979,4
r5290_c581,4
r8823_c321,4
r7029_c612,3
r7265_c561,2
r9437_c93,3
r8078_c14,3
r5686_c237,2
r2339_c717,3
r3409_c72,4
r4709_c178,5
r7074_c971,5
r6527_c610,5
r821_c606,5
r9478_c10,5
r2837_c134,5
r6037_c982,5
r6990_c14,5
r9905_c434,5
r1832_c6,5
r4011_c641,5
r1477_c256,5
r260_c322,5
r2102_c552,3
r4657_c349,5
r4837_c573,5
r7187_c318,5
r7829_c426,2
r9901_c402,5
r9649_c489,2
r5471_c602,5
r6753_c170,4
r7153_c55,3
r8067_c525,5
r7660_c173,3
r5200_c161,3
r7386_c193,3
r7096_c650,3
r7058_c792,3
r5512_c87,5
r5018_c303,4
r966_c940,5
r6207_c894,4
r9561_c638,5
r3984_c705,4
r9193_c945,5
r9435_c343,4
r56_c745,3
r5166_c367,4
r3303_c151,4
r4633_c686,5
r4715_c571,2
r4665_c551,5
r7212_c981,4
r2540_c124,4
r9004_c602,5
r7498_c805,5
r8060_c719,4
r9246_c774,5
r8516_c367,2
r865_c285,4
r3283_c620,3
r3014_c867,5
r4302_c508,2
r531_c670,5
r8233_c545,2
r3113_c548,4
r8110_c508,3
r1552_c620,4
r2328_c706,4
r8180_c681,3
r5182_c656,4
r5875_c599,3
r7489_c558,2
r6615_c489,3
r4097_c553,4
r5216_c575,4
r5753_c149,3
r5607_c429,4
r1010_c321,5
r1165_c286,2
r8573_c317,5
r8654_c351,3
r8910_c284,3
r2894_c558,3
r2785_c21,3
r786_c984,1
r1524_c591,4
r3436_c484,3
r2734_c216,5
r1279_c134,3
r673_c310,5
r2826_c473,4
r7533_c141,2
r4147_c234,3
r7654_c247,5
r9414_c878,5
r3573_c719,4
r7670_c606,5
r952_c188,3
r7519_c473,4
r7507_c242,5
r8986_c114,1
r5315_c72,5
r4505_c131,5
r8850_c321,5
r2200_c662,2
r9967_c686,5
r3694_c216,2
r2235_c333,4
r3732_c178,5
r5055_c458,5
r7079_c486,5
r3341_c718,5
r8286_c148,5
r5173_c790,4
r2606_c982,5
r324_c188,5
r9682_c60,5
r4192_c519,4
r383_c46,5
r6806_c102,5
r7829_c933,3
r6744_c867,5
r3441_c596,5
r5208_c599,4
r1258_c702,4
r8617_c491,4
r4468_c284,3
r5431_c982,5
r3498_c719,5
r8777_c216,4
r51_c533,4
r3469_c618,4
r4095_c542,4
r3054_c423,5
r4612_c495,5
r8939_c638,5
r959_c283,3
r7719_c551,2
r4131_c814,4
r3821_c488,5
r6288_c770,5
r1753_c655,5
r9958_c79,4
r183_c251,5
r421_c594,4
r8277_c182,2
r4961_c751,5
r9201_c179,4
r5985_c554,4
r1795_c936,4
r2168_c328,3
r78_c250,3
r1157_c471,4
r4347_c902,2
r7402_c598,5
r3148_c254,5
r3132_c487,5
r2717_c419,4
r5375_c915,5
r2877_c434,3
r4088_c246,3
r6146_c301,4
r1820_c168,3
r5078_c349,5
r354_c978,4
r2437_c495,5
r5666_c51,5
r3952_c705,5
r9875_c628,5
r4145_c196,2
r6327_c582,2
r5495_c394,4
r7810_c352,4
r2201_c792,4
r3824_c84,4
r2284_c77,5
r7953_c618,5
r1345_c695,4
r934_c647,4
r1954_c702,5
r4749_c173,1
r1214_c719,5
r1613_c471,3
r2221_c122,3
r2251_c181,4
r7423_c322,5
r3563_c716,3
r7533_c889,4
r566_c165,1
r5419_c112,5
r3605_c759,4
r9854_c487,4
r7681_c706,3
r9263_c774,3
r6463_c967,2
r401_c666,3
r2719_c359,3
r8417_c161,5
r5523_c804,4
r9735_c573,3
r7993_c34,4
r9187_c494,5
r270_c700,5
r84_c308,2
r635_c495,5
r7708_c46,5
r6306_c978,5
r9777_c536,4
r4068_c746,3
r2512_c671,5
r5373_c579,4
r2339_c369,5
r3533_c310,4
r6234_c7,3
r8240_c751,4
r1746_c830,4
r9335_c696,5
r1113_c213,5
r1991_c774,3
r479_c733,4
r3159_c719,3
r5956_c668,5
r8270_c661,1
r6_c596,5
r3865_c15,2
r8846_c81,4
r3842_c10,5
r7086_c705,5
r3638_c227,3
r7101_c808,2
r8010_c534,5
r6047_c491,2
r3809_c651,4
r6637_c617,5
r3952_c416,4
r8579_c63,3
r1509_c631,5
r987_c768,4
r9600_c42,3
r9113_c55,4
r5030_c942,2
r4094_c791,5
r682_c686,4
r9525_c308,3
r4734_c754,4
r7208_c999,3
r3236_c372,1
r7481_c969,2
r4491_c262,4
r2733_c278,4
r261_c915,5
r8977_c26,5
r9002_c797,5
r9129_c867,5
r1233_c643,5
r7168_c914,3
r8725_c89,4
r1209_c240,4
r933_c706,3
r3942_c485,4
r803_c602,5
r3474_c805,5
r6491_c395,5
r970_c628,5
r5203_c35,3
r965_c747,4
r9264_c308,5
r4123_c252,3
r9852_c408,2
r5646_c264,5
r5616_c823,2
r5695_c704,3
r2802_c620,3
r3442_c99,5
r6827_c599,5
r4859_c628,4
r9851_c658,4
r6761_c154,5
r8411_c26,4
r2288_c883,3
r3905_c379,3
r3365_c354,4
r2546_c194,3
r9288_c623,5
r3178_c864,3
r2024_c747,1
r4603_c72,3
r1647_c131,4
r4934_c900,3
r2537_c295,5
r2682_c621,4
r4353_c642,5
r7890_c622,5
r3280_c808,3
r6489_c421,4
r676_c69,5
r3352_c774,4
r4014_c985,5
r4955_c350,5
r8083_c309,5
r7399_c295,3
r9593_c94,5
r7905_c316,4
r7727_c148,4
r6870_c159,2
r1714_c737,2
r6404_c877,2
r6482_c816,5
r8972_c363,4
r1125_c689,3
r9717_c334,3
r8377_c198,5
r3642_c234,5
r5350_c522,4
r7022_c617,5
r1760_c794,5
r7285_c370,5
r9134_c628,3
r930_c538,2
r203_c418,3
r2113_c925,4
r470_c643,5
r329_c407,3
r1010_c397,2
r4753_c615,4
r8399_c603,3
r7549_c753,4
r786_c258,5
r8565_c659,4
r3496_c496,4
r3047_c474,2
r8755_c702,5
r8205_c815,4
r6853_c648,4
r3931_c363,4
r7463_c606,5
r4934_c216,4
r4237_c841,4
r5444_c613,3
r4117_c591,5
r9993_c23,3
r7753_c59,3
r7848_c810,3
r3707_c432,5
r986_c242,3
r7021_c595,5
r8836_c586,3
r5150_c626,3
r4917_c57,4
r8302_c746,5
r162_c68,4
r2743_c806,5
r6903_c741,4
r7606_c21,3
r1701_c294,5
r317_c177,5
r4379_c598,5
r6949_c445,5
r9351_c723,4
r337_c306,5
r8150_c203,5
r2044_c308,5
r1053_c295,5
r5874_c344,3
r5129_c668,5
r7098_c322,5
r399_c51,5
r6458_c524,3
r1125_c616,5
r6903_c866,4
r2647_c42,3
r7025_c784,2
r8997_c656,3
r1552_c230,3
r3744_c583,4
r9058_c632,4
r5216_c405,3
r17_c423,3
r4269_c617,4
r8149_c4,5
r2742_c471,3
r7574_c342,4
r2656_c322,5
r2311_c413,2
r5766_c892,4
r9587_c367,4
r2399_c35,2
r1045_c814,4
r2349_c188,4
r6664_c365,4
r8231_c325,3
r4022_c45,5
r8123_c511,3
r5828_c742,5
r6153_c654,5
r5719_c490,5
r6533_c484,4
r9140_c643,5
r7732_c264,4
r6541_c131,4
r7804_c606,5
r6291_c74,2
r7474_c94,5
r5938_c803,4
r8814_c645,4
r7475_c764,3
r6120_c256,5
r2160_c300,3
r7403_c797,4
r1017_c544,3
r9553_c250,1
r8706_c216,5
r5965_c996,4
r7381_c128,2
r1558_c828,4
r5976_c44,4
r1191_c491,4
r4148_c657,5
r6768_c620,2
r241_c661,5
r2089_c445,3
r7995_c179,4
r7278_c741,4
r6804_c305,3
r2165_c366,5
r9099_c426,4
r4975_c971,4
r1540_c684,3
r5555_c768,3
r7555_c310,5
r7983_c423,1
r7912_c830,5
r5039_c742,2
r6719_c264,5
r7947_c379,4
r8014_c175,4
r6683_c161,5
r8480_c643,5
r4212_c779,5
r8298_c127,5
r3479_c805,4
r2372_c29,1
r5415_c794,5
r5450_c416,4
r3793_c37,5
r6147_c791,3
r7688_c776,4
r1567_c30,4
r9987_c51,5
r7809_c754,5
r9627_c980,5
r4786_c909,4
r9487_c271,5
r6384_c596,5
r1236_c191,5
r5186_c778,4
r9648_c743,4
r800_c117,1
r4536_c434,4
r7870_c699,5
r8293_c596,4
r3627_c257,4
r3188_c60,5
r9541_c247,5
r39_c786,5
r268_c264,4
r1597_c129,5
r5045_c495,5
r7916_c34,3
r6374_c186,4
r61_c256,5
r5906_c623,5
r6590_c995,3
r723_c697,5
r8691_c14,5
r7718_c852,5
r1310_c739,2
r7257_c636,5
r6006_c90,3
r6612_c612,5
r2026_c853,5
r2595_c781,3
r363_c375,3
r2286_c598,5
r1942_c434,5
r9206_c240,2
r1966_c309,5
r4441_c534,5
r7193_c35,4
r8346_c992,3
r2805_c672,5
r1804_c292,3
r8808_c228,4
r3640_c99,3
r6238_c814,3
r5633_c718,3
r732_c657,5
r4404_c628,3
r5598_c899,4
r5026_c143,5
r6463_c584,5
r1128_c815,4
r9270_c619,4
r2969_c774,4
r8024_c321,3
r5274_c787,3
r6806_c145,1
r2011_c772,2
r3831_c311,5
r3702_c350,4
r9563_c776,2
r8813_c689,5
r9381_c351,3
r6935_c178,5
r1604_c158,3
r8122_c809,4
r7360_c499,5
r8529_c772,5
r7029_c805,2
r8982_c105,3
r5412_c700,5
r5399_c575,4
r1954_c527,5
r3068_c30,4
r9544_c600,1
r9784_c200,5
r941_c350,5
r4286_c489,5
r9057_c706,4
r9525_c982,5
r4450_c479,2
r8446_c2,3
r8116_c656,4
r747_c22,3
r1052_c341,3
r3602_c552,4
r1968_c792,4
r9077_c694,5
r1439_c492,5
r9211_c810,5
r3627_c684,2
r1335_c417,5
r6654_c131,5
r9877_c139,4
r3444_c566,1
r9184_c674,4
r5168_c412,5
r8728_c90,3
r2493_c444,5
r5590_c679,5
r6037_c427,3
r7229_c805,4
r4229_c874,5
r9525_c825,5
r7498_c916,3
r3040_c459,3
r2090_c501,3
r6599_c933,2
r2300_c50,2
r2188_c479,4
r1103_c549,2
r2531_c428,1
r1441_c318,3
r5105_c60,4
r3850_c700,5
r6437_c550,5
r6905_c797,5
r4185_c180,3
r519_c283,2
r728_c330,3
r9796_c640,4
r6594_c112,3
r6922_c816,4
r7311_c876,5
r9850_c778,2
r4588_c426,4
r2611_c738,4
r4680_c380,1
r5496_c631,5
r4196_c492,5
r2781_c643,4
r9178_c536,5
r9083_c331,4
r7311_c126,4
r7500_c42,3
r1802_c778,3
r2538_c257,5
r6441_c702,5
r9878_c235,3
r349_c687,5
r9074_c471,2
r6686_c608,3
r2901_c661,4
r5103_c547,5
r5686_c770,5
r9789_c417,3
r225_c141,3
r3038_c854,2
r4527_c680,2
r4357_c206,4
r2344_c230,3
r8083_c864,5
r7446_c297,4
r9148_c723,4
r7557_c387,3
r5922_c931,3
r2798_c680,2
r7923_c297,5
r5666_c883,3
r970_c483,4
r1994_c474,5
r7554_c659,4
r3009_c258,5
r6794_c700,3
r4406_c525,5
r5178_c646,3
r3907_c370,5
r673_c308,3
r3429_c125,5
r7402_c638,1
r6264_c37,3
r411_c547,3
r5870_c177,4
r3896_c141,3
r8119_c352,5
r7251_c491,4
r3592_c596,5
r6625_c589,3
r5227_c898,5
r7467_c231,3
r6886_c477,5
r7250_c93,3
r149_c659,5
r8379_c161,5
r4293_c754,4
r6349_c319,3
r1424_c966,3
r3328_c380,4
r3624_c643,5
r8206_c46,1
r106_c867,3
r4635_c644,4
r4020_c960,4
r8670_c458,3
r3907_c937,3
r322_c561,3
r8266_c335,3
r3027_c466,3
r9420_c148,4
r7848_c224,3
r8363_c161,2
r9107_c982,5
r1514_c935,5
r4185_c607,5
r4906_c445,5
r6916_c134,4
r5398_c973,5
r8465_c620,4
r2805_c960,2
r41_c89,3
r1894_c389,3
r3650_c689,5
r7384_c156,4
r7857_c217,3
r697_c193,4
r4334_c271,4
r2285_c508,3
r5363_c250,3
r2633_c685,4
r3173_c891,3
r5997_c247,3
r6703_c921,4
r7399_c473,4
r1233_c343,4
r7523_c608,3
r1175_c898,4
r3845_c642,5
r6567_c650,3
r3175_c410,4
r1749_c434,5
r6537_c597,2
r4923_c580,3
r7657_c767,3
r2923_c921,3
r7318_c174,3
r9142_c995,4
r6597_c534,4
r3119_c718,3
r5582_c64,4
r5663_c656,5
r9068_c809,4
r7950_c106,4
r9064_c40,4
r1061_c792,3
r9247_c644,5
r9880_c696,5
r8174_c187,3
r7188_c787,1
r2540_c186,5
r1388_c793,3
r2591_c897,2
r309_c52,4
r6539_c227,5
r510_c320,5
r6273_c230,3
r310_c471,2
r891_c459,3
r9066_c465,2
r9292_c942,3
r1917_c380,4
r496_c288,4
r2544_c488,5
r9633_c891,1
r6248_c208,5
r131_c248,2
r9109_c36,3
r8435_c785,5
r7770_c613,5
r1494_c219,4
r5180_c94,2
r4974_c322,5
r5335_c59,5
r397_c633,3
r5743_c586,3
r5945_c612,5
r2584_c999,2
r2037_c6,5
r7809_c240,4
r8632_c170,5
r7894_c19,4
r6983_c444,1
r4405_c302,3
r8106_c769,4
r90_c63,3
r7507_c349,5
r2701_c318,1
r5694_c792,5
r7761_c689,4
r2744_c184,3
r8094_c220,5
r7157_c620,4
r2662_c46,3
r9515_c143,1
r897_c701,3
r2233_c673,3
r9554_c341,5
r3173_c221,2
r1173_c8,5
r6434_c738,2
r6382_c31,5
r829_c92,5
r7217_c21,3
r7821_c213,5
r360_c208,4
r1456_c13,4
r8414_c285,4
r9033_c833,3
r3692_c8,3
r7354_c40,4
r4461_c44,1
r4358_c921,4
r5540_c57,3
r8607_c20,5
r8627_c705,5
r7449_c836,3
r3139_c704,3
r2615_c472,4
r2555_c440,4
r7545_c136,5
r5792_c310,5
r6453_c733,5
r5025_c786,3
r9238_c416,5
r5531_c606,4
r5719_c216,3
r5709_c489,3
r8135_c583,1
r8282_c605,5
r3572_c257,4
r4368_c313,4
r6837_c125,3
r1524_c481,2
r9044_c288,2
r2476_c489,4
r5039_c499,5
r2102_c92,4
r511_c210,2
r72_c392,5
r7319_c789,5
r9458_c964,4
r3535_c88,3
r4952_c212,3
r3898_c701,2
r7027_c307,5
r8439_c102,5
r4926_c906,5
r1187_c982,3
r5340_c969,4
r8815_c932,3
r300_c583,1
r1668_c716,3
r7158_c897,2
r1456_c864,5
r2963_c186,4
r9022_c406,5
r9169_c459,3
r378_c230,5
r7108_c156,5
r6502_c285,4
r333_c17,3
r8928_c353,3
r4611_c171,3
r5564_c927,4
r2607_c547,3
r1371_c285,3
r6974_c925,4
r3597_c605,5
r552_c746,3
r7401_c440,3
r4325_c353,3
r8627_c450,5
r858_c173,4
r3607_c351,4
r5275_c457,2
r3009_c737,3
r1177_c748,3
r7967_c696,3
r6190_c139,4
r4109_c987,4
r6540_c375,3
r7549_c398,5
r9029_c655,5
r2606_c302,2
r1548_c811,3
r2656_c285,5
r4161_c146,4
r6387_c496,5
r1929_c925,5
r8321_c658,5
r9352_c641,4
r3225_c170,4
r5636_c789,2
r7475_c107,3
r2527_c171,4
r4925_c668,5
r8600_c921,3
r8473_c467,5
r7202_c350,2
r4694_c384,3
r4025_c466,2
r8027_c343,5
r7789_c310,5
r9598_c106,3
r64_c876,5
r9738_c596,5
r3359_c694,3
r5484_c370,3
r7356_c1000,5
r2797_c580,4
r4777_c466,4
r1505_c570,5
r4793_c154,3
r7088_c644,5
r8508_c3,4
r170_c876,4
r1244_c689,5
r8319_c704,3
r3147_c702,5
r8555_c586,4
r1009_c134,4
r6180_c595,5
r1547_c369,3
r71_c793,4
r5591_c488,4
r6610_c405,5
r8779_c216,4
r222_c478,4
r2166_c487,5
r5085_c932,4
r8371_c40,4
r5649_c295,5
r5151_c406,3
r5013_c498,3
r5976_c645,5
r9504_c819,4
r8966_c61,5
r8182_c300,3
r5441_c716,4
r7817_c684,5
r4994_c359,2
r8628_c366,3
r3593_c391,3
r2826_c310,5
r5723_c502,5
r5286_c650,4
r7736_c692,3
r9371_c638,5
r8981_c841,4
r6994_c779,4
r6102_c950,4
r6909_c605,5
r1733_c796,5
r5942_c806,4
r112_c416,2
r9135_c816,5
r5603_c902,5
r8703_c647,5
r8999_c310,5
r2831_c124,3
r3829_c611,5
r5822_c989,4
r685_c478,4
r8096_c942,4
r1829_c203,3
r1440_c668,4
r5812_c459,5
r3111_c301,4
r5341_c676,4
r3101_c331,4
r5938_c152,3
r1756_c288,3
r7715_c643,5
r1032_c159,4
r4160_c980,3
r5633_c480,5
r1351_c738,3
r1529_c414,2
r2597_c308,5
r8064_c612,4
r6133_c515,3
r9312_c883,2
r7009_c93,4
r3573_c677,3
r6865_c471,4
r381_c776,2
r2303_c891,3
r9399_c656,4
r6680_c8,4
r1527_c297,4
r3946_c173,5
r6068_c459,5
r6777_c890,4
r5478_c755,4
r1666_c812,4
r9545_c177,4
r8092_c536,3
r3099_c789,4
r8983_c644,5
r1309_c423,1
r2534_c188,4
r1274_c582,3
r8964_c171,5
r5860_c457,3
r6386_c464,3
r9517_c797,5
r2752_c216,5
r5583_c26,3
r4338_c791,4
r9717_c296,3
r8904_c996,3
r3786_c104,3
r899_c457,4
r5110_c652,3
r4304_c743,5
r1066_c65,1
r6404_c506,3
r2090_c297,4
r9072_c616,3
r1102_c60,4
r9971_c683,5
r1862_c6,5
r4125_c352,4
r8765_c647,4
r7037_c967,3
r4538_c657,5
r3617_c499,4
r757_c234,3
r385_c935,5
r4292_c236,5
r726_c268,4
r4760_c122,3
r6986_c689,3
r3460_c676,3
r4259_c297,5
r3911_c638,4
r2977_c780,4
r1839_c898,2
r2577_c753,3
r4537_c598,5
r302_c719,4
r8038_c358,3
r9050_c260,2
r9342_c251,5
r6310_c785,3
r7465_c954,1
r8508_c228,5
r9591_c485,5
r9095_c846,4
r1345_c326,5
r4314_c214,4
r8703_c898,3
r2196_c551,3
r7757_c23,3
r938_c733,4
r4090_c877,1
r4174_c216,3
r2152_c457,4
r1969_c640,5
r2186_c527,5
r594_c982,5
r8045_c271,5
r1163_c473,3
r1328_c330,3
r8651_c123,1
r90_c171,5
r12_c488,4
r9193_c134,5
r8195_c719,3
r6802_c6,5
r1483_c631,4
r4868_c95,5
r1049_c541,3
r3418_c257,5
r1608_c571,5
r8492_c534,5
r2810_c584,4
r2833_c272,5
r1227_c51,5
r5808_c664,5
r4105_c551,3
r4950_c967,4
r708_c482,4
r4345_c606,5
r5036_c571,4
r4565_c595,3
r9580_c760,3
r6553_c34,4
r5789_c337,5
r7994_c385,3
r8143_c943,2
r9645_c294,4
r8173_c14,5
r3122_c567,4
r8378_c587,3
r8115_c251,4
r7857_c338,5
r1370_c768,5
r7350_c253,5
r7891_c638,5
r1715_c652,1
r8886_c297,5
r793_c605,5
r7260_c313,5
r6917_c310,3
r2337_c179,3
r7382_c724,3
r8845_c916,3
r5116_c591,5
r6042_c839,2
r3480_c825,5
r4559_c426,4
r8804_c9,4
r8053_c640,3
r1327_c77,5
r4476_c501,5
r7731_c594,5
r2782_c638,5
r3219_c660,4
r8789_c457,4
r6446_c171,4
r5431_c258,5
r3296_c950,4
r7678_c597,5
r6501_c76,3
r3800_c306,5
r2414_c322,5
r3548_c1000,5
r6482_c89,5
r8633_c472,4
r2242_c754,4
r6761_c356,3
r8045_c638,4
r6534_c324,5
r6694_c434,5
r8011_c245,4
r9602_c854,4
r9167_c633,3
r5000_c925,5
r5140_c654,4
r1681_c621,5
r1023_c214,5
r9773_c644,4
r2144_c134,5
r5387_c240,3
r1117_c490,3
r2186_c477,3
r10000_c769,3
r5596_c655,4
r7154_c257,5
r8294_c683,4
r4109_c486,2
r4882_c30,5
r4330_c75,4
r9635_c779,5
r1568_c373,4
r5735_c883,4
r7260_c530,5
r4304_c840,4
r7027_c739,5
r1102_c20,4
r5373_c663,5
r5679_c844,2
r7596_c464,5
r9451_c791,5
r9715_c482,4
r1511_c883,4
r6858_c198,3
r3098_c992,5
r7790_c76,4
r9632_c570,5
r5148_c368,3
r6405_c78,3
r7644_c742,3
r5782_c399,2
r3441_c250,2
r1395_c386,4
r1220_c870,4
r6360_c631,5
r5102_c395,4
r7913_c998,4
r6037_c683,5
r7130_c705,5
r2073_c645,4
r1942_c188,5
r4583_c90,4
r5256_c689,5
r5957_c475,2
r9452_c595,4
r4696_c156,3
r3862_c594,5
r2158_c525,4
r4294_c660,5
r2373_c277,3
r3363_c118,4
r3899_c156,5
r5292_c844,5
r7106_c245,5
r2590_c845,3
r3104_c496,4
r2784_c134,5
r8604_c144,1
r2982_c555,5
r2957_c689,4
r7255_c89,5
r6497_c348,4
r5416_c417,5
r2761_c680,5
r8010_c633,4
r7891_c131,5
r2219_c772,4
r2904_c599,2
r7610_c458,4
r9948_c615,4
r7905_c427,3
r1617_c499,5
r204_c756,5
r8995_c921,5
r793_c444,3
r8700_c604,5
r6651_c615,3
r7757_c42,5
r7257_c992,4
r2758_c475,1
r2619_c716,3
r5450_c556,3
r5954_c805,2
r9023_c815,4
r9802_c156,5
r9702_c363,5
r3987_c430,4
r160_c631,5
r2365_c604,5
r934_c38,2
r2660_c317,5
r8172_c594,5
r4507_c349,5
r7666_c581,4
r9386_c302,5
r7789_c90,4
r6335_c226,3
r7564_c18,3
r5940_c473,5
r5951_c827,5
r6466_c148,5
r7035_c283,2
r3441_c660,5
r3976_c403,4
r6832_c216,5
r1317_c660,2
r3744_c245,3
r6228_c915,5
r8143_c486,5
r6361_c849,5
r7471_c152,3
r5431_c815,4
r4636_c478,5
r7549_c334,5
r1065_c650,2
r9213_c595,5
r8756_c434,5
r9666_c18,1
r7296_c352,5
r5694_c282,4
r5511_c598,5
r8831_c884,5
r4386_c447,3
r1919_c616,5
r7912_c501,1
r4774_c921,2
r5214_c549,5
r1377_c45,5
r3793_c682,4
r1990_c809,4
r7688_c445,5
r8378_c485,5
r6354_c823,1
r9377_c509,5
r9355_c766,3
r518_c555,3
r118_c164,3
r1760_c475,5
r2781_c350,5
r4611_c768,5
r4262_c430,5
r7424_c8,5
r3190_c496,5
r927_c56,3
r5368_c230,3
r5627_c872,2
r6235_c257,5
r7965_c156,4
r7079_c160,2
r794_c10,4
r4530_c280,5
r177_c268,5
r8277_c95,5
r3288_c577,5
r5427_c282,4
r217_c316,4
r5685_c746,2
r6958_c93,3
r3575_c623,3
r3224_c300,4
r6177_c774,4
r7011_c492,5
r1129_c246,4
r3614_c698,5
r654_c311,5
r1533_c794,3
r53_c253,4
r8922_c418,3
r4559_c999,5
r9360_c659,4
r8357_c181,2
r2041_c251,5
r6725_c978,3
r9437_c642,4
r2319_c302,4
r7209_c95,4
r7547_c117,5
r3489_c827,5
r7078_c337,4
r8603_c92,3
r7055_c498,5
r1816_c641,2
r7780_c331,3
r7810_c176,5
r9361_c416,2
r1303_c359,4
r5029_c178,3
r2639_c674,4
r8471_c628,4
r8915_c76,5
r8961_c118,4
r1844_c51,5
r1604_c95,5
r8336_c160,4
r611_c236,4
r5410_c686,5
r2982_c865,3
r5581_c686,3
r7571_c278,3
r6986_c25,3
r1830_c267,4
r5092_c372,4
r4476_c370,5
r8200_c106,3
r9215_c317,5
r6443_c301,5
r1724_c60,4
r5045_c333,5
r2932_c40,3
r8737_c925,5
r3379_c99,5
r6058_c777,2
r8446_c445,5
r435_c426,4
r2364_c718,4
r521_c307,5
r8426_c481,5
r8325_c676,2
r5720_c984,3
r4237_c689,5
r7932_c145,4
r4765_c640,3
r8044_c530,4
r9395_c342,5
r310_c116,3
r4027_c722,5
r3635_c725,5
r185_c330,5
r4955_c251,5
r2742_c156,5
r7304_c193,3
r4150_c227,3
r9042_c665,5
r4673_c509,2
r4080_c598,4
r3645_c84,4
r2199_c743,3
r9177_c411,3
r7062_c779,5
r4813_c739,3
r3370_c631,5
r5491_c716,1
r3850_c699,3
r2684_c641,3
r9247_c198,4
r71_c876,5
r9423_c258,4
r2706_c2,5
r5410_c322,4
r6736_c28,3
r1986_c417,5
r3846_c527,5
r3282_c86,5
r4290_c174,3
r3433_c877,3
r3634_c144,3
r4120_c684,3
r8191_c302,5
r6411_c476,5
r9993_c224,3
r9444_c164,3
r369_c295,2
r5533_c570,5
r9905_c291,2
r8088_c598,4
r5106_c774,5
r8169_c892,1
r9272_c617,2
r4039_c162,3
r8651_c473,1
r7251_c394,4
r5820_c393,4
r903_c163,2
r9419_c825,3
r7071_c581,5
r946_c836,5
r2564_c755,4
r9321_c915,5
r9987_c803,5
r9027_c328,5
r6373_c303,5
r6755_c829,4
r246_c310,4
r5635_c241,3
r9747_c285,4
r2122_c922,2
r4687_c312,3
r4542_c925,2
r2970_c618,5
r6366_c791,5
r5962_c473,3
r673_c10,4
r970_c632,4
r8628_c191,4
r6443_c142,4
r9476_c816,3
r9434_c705,5
r8854_c365,5
r7558_c967,5
r2404_c964,3
r4172_c700,3
r1925_c952,3
r7792_c642,3
r8368_c301,5
r6445_c257,5
r5591_c746,4
r5370_c38,3
r4903_c297,5
r3188_c101,3
r4305_c412,4
r3612_c700,5
r1230_c180,3
r2863_c638,5
r9093_c866,2
r7421_c464,3
r8388_c689,3
r8911_c33,4
